plate,raw,col,time,OD
6,A,10,1440,0.089
6,A,10,1800,NA
6,A,11,0,0.102
6,A,11,20,0.178
6,A,11,60,0.348
6,A,11,120,0.565
6,A,11,180,0.719
6,A,11,240,0.864
6,A,11,360,1.038
6,A,11,1440,1.617
6,A,11,1800,1.639
6,A,12,0,0.095
6,A,12,20,0.081
6,A,12,60,0.083
6,A,12,120,0.08
6,A,12,180,0.079
6,A,12,240,0.083
6,A,12,360,0.085
6,A,12,1440,0.083
6,A,12,1800,0.085
6,B,1,0,0.109
6,B,1,20,0.205
6,B,1,60,0.394
6,B,1,120,0.557
6,B,1,180,0.714
6,B,1,240,0.837
6,B,1,360,1.011
6,B,1,1440,1.505
6,B,1,1800,1.544
6,B,2,0,0.097
6,B,2,20,0.089
6,B,2,60,0.085
6,B,2,120,0.083
6,B,2,180,0.088
6,B,2,240,0.089
6,B,2,360,0.088
6,B,2,1440,0.091
6,B,2,1800,0.089
6,B,3,0,0.105
6,B,3,20,0.148
6,B,3,60,0.318
6,B,3,120,0.533
6,B,3,180,0.671
6,B,3,240,0.812
6,B,3,360,1.001
6,B,3,1440,1.529
6,B,3,1800,1.609
6,B,4,0,0.096
6,B,4,20,0.086
6,B,4,60,0.088
6,B,4,120,0.086
6,B,4,180,0.085
6,B,4,240,0.086
6,B,4,360,0.085
6,B,4,1440,0.086
6,B,4,1800,0.088
6,B,5,0,0.102
6,B,5,20,0.16
6,B,5,60,0.317
6,B,5,120,0.551
6,B,5,180,0.697
6,B,5,240,NA
6,B,5,360,1.009
6,B,5,1440,1.572
6,B,5,1800,1.633
6,B,6,0,0.096
6,B,6,20,0.085
6,B,6,60,0.087
6,B,6,120,0.087
6,B,6,180,0.085
6,B,6,240,NA
6,B,6,360,0.086
6,B,6,1440,0.084
6,B,6,1800,0.091
6,B,7,0,0.106
6,B,7,20,0.146
6,B,7,60,0.293
6,B,7,120,0.524
6,B,7,180,0.682
6,B,7,240,0.843
6,B,7,360,1.022
6,B,7,1440,1.601
6,B,7,1800,1.639
6,B,8,0,0.097
6,B,8,20,0.087
6,B,8,60,0.086
6,B,8,120,0.083
6,B,8,180,0.086
6,B,8,240,0.083
6,B,8,360,0.09
6,B,8,1440,0.087
6,B,8,1800,0.092
6,B,9,0,0.1
6,B,9,20,0.154
6,B,9,60,0.332
6,B,9,120,0.549
6,B,9,180,0.663
6,B,9,240,0.825
6,B,9,360,1.003
6,B,9,1440,1.605
6,B,9,1800,NA
6,B,10,0,0.089
6,B,10,20,0.082
6,B,10,60,0.085
6,B,10,120,0.084
6,B,10,180,0.083
6,B,10,240,0.085
6,B,10,360,0.084
6,B,10,1440,0.086
6,B,10,1800,NA
6,B,11,0,0.103
6,B,11,20,0.176
6,B,11,60,0.376
6,B,11,120,0.634
6,B,11,180,0.817
6,B,11,240,0.951
6,B,11,360,1.149
6,B,11,1440,1.575
6,B,11,1800,1.561
6,B,12,0,0.093
6,B,12,20,0.079
6,B,12,60,0.084
6,B,12,120,0.079
6,B,12,180,0.081
6,B,12,240,0.08
6,B,12,360,0.083
6,B,12,1440,0.082
6,B,12,1800,0.086
6,C,1,0,0.105
6,C,1,20,0.17
6,C,1,60,0.392
6,C,1,120,0.612
6,C,1,180,0.774
6,C,1,240,0.901
6,C,1,360,1.097
6,C,1,1440,1.642
6,C,1,1800,1.7
6,C,2,0,0.097
6,C,2,20,0.086
6,C,2,60,0.087
6,C,2,120,0.088
6,C,2,180,0.086
6,C,2,240,0.09
6,C,2,360,0.087
6,C,2,1440,0.089
6,C,2,1800,0.089
6,C,3,0,0.106
6,C,3,20,0.137
6,C,3,60,0.295
6,C,3,120,0.485
6,C,3,180,0.666
6,C,3,240,0.826
6,C,3,360,1.093
6,C,3,1440,1.515
6,C,3,1800,1.65
6,C,4,0,0.1
6,C,4,20,0.087
6,C,4,60,0.085
6,C,4,120,0.086
6,C,4,180,0.087
6,C,4,240,0.087
6,C,4,360,0.087
6,C,4,1440,0.089
6,C,4,1800,0.09
6,C,5,0,0.101
6,C,5,20,0.164
6,C,5,60,0.311
6,C,5,120,0.518
6,C,5,180,0.682
6,C,5,240,NA
6,C,5,360,0.993
6,C,5,1440,1.495
6,C,5,1800,1.547
6,C,6,0,0.095
6,C,6,20,0.085
6,C,6,60,0.086
6,C,6,120,0.088
6,C,6,180,0.084
6,C,6,240,NA
6,C,6,360,0.087
6,C,6,1440,0.085
6,C,6,1800,0.089
6,C,7,0,0.104
6,C,7,20,0.169
6,C,7,60,0.321
6,C,7,120,0.54
6,C,7,180,0.687
6,C,7,240,0.843
6,C,7,360,0.993
6,C,7,1440,1.579
6,C,7,1800,1.573
6,C,8,0,0.102
6,C,8,20,0.086
6,C,8,60,0.088
6,C,8,120,0.086
6,C,8,180,0.085
6,C,8,240,0.084
6,C,8,360,0.089
6,C,8,1440,0.097
6,C,8,1800,0.089
6,C,9,0,0.099
6,C,9,20,0.128
6,C,9,60,0.275
6,C,9,120,0.493
6,C,9,180,0.618
6,C,9,240,0.802
6,C,9,360,1.022
6,C,9,1440,1.633
6,C,9,1800,NA
6,C,10,0,0.094
6,C,10,20,0.084
6,C,10,60,0.082
6,C,10,120,0.084
6,C,10,180,0.082
6,C,10,240,0.085
6,C,10,360,0.083
6,C,10,1440,0.083
6,C,10,1800,NA
6,C,11,0,0.103
6,C,11,20,0.182
6,C,11,60,0.35
6,C,11,120,0.582
6,C,11,180,0.768
6,C,11,240,0.909
6,C,11,360,1.097
6,C,11,1440,1.688
6,C,11,1800,1.676
6,C,12,0,0.097
6,C,12,20,0.084
6,C,12,60,0.082
6,C,12,120,0.081
6,C,12,180,0.08
6,C,12,240,0.082
6,C,12,360,0.08
6,C,12,1440,0.086
6,C,12,1800,0.086
6,D,1,0,0.103
6,D,1,20,0.159
6,D,1,60,0.337
6,D,1,120,0.532
6,D,1,180,0.721
6,D,1,240,0.821
6,D,1,360,1.063
6,D,1,1440,1.529
6,D,1,1800,1.595
6,D,2,0,0.097
6,D,2,20,0.085
6,D,2,60,0.088
6,D,2,120,0.09
6,D,2,180,0.087
6,D,2,240,0.089
6,D,2,360,0.087
6,D,2,1440,0.089
6,D,2,1800,0.089
6,D,3,0,0.102
6,D,3,20,0.182
6,D,3,60,0.314
6,D,3,120,0.511
6,D,3,180,0.649
6,D,3,240,0.791
6,D,3,360,1.036
6,D,3,1440,1.442
6,D,3,1800,1.675
6,D,4,0,0.1
6,D,4,20,0.087
6,D,4,60,0.087
6,D,4,120,0.087
6,D,4,180,0.086
6,D,4,240,0.088
6,D,4,360,0.087
6,D,4,1440,0.089
6,D,4,1800,0.089
6,D,5,0,0.106
6,D,5,20,0.186
6,D,5,60,0.353
6,D,5,120,0.626
6,D,5,180,0.784
6,D,5,240,NA
6,D,5,360,1.125
6,D,5,1440,1.729
6,D,5,1800,1.731
6,D,6,0,0.097
6,D,6,20,0.085
6,D,6,60,0.087
6,D,6,120,0.088
6,D,6,180,0.087
6,D,6,240,NA
6,D,6,360,0.086
6,D,6,1440,0.085
6,D,6,1800,0.089
6,D,7,0,0.105
6,D,7,20,0.152
6,D,7,60,0.319
6,D,7,120,0.54
6,D,7,180,0.734
6,D,7,240,0.888
6,D,7,360,1.144
6,D,7,1440,1.784
6,D,7,1800,1.704
6,D,8,0,0.096
6,D,8,20,0.083
6,D,8,60,0.086
6,D,8,120,0.084
6,D,8,180,0.085
6,D,8,240,0.084
6,D,8,360,0.086
6,D,8,1440,0.086
6,D,8,1800,0.093
6,D,9,0,0.102
6,D,9,20,0.158
6,D,9,60,0.318
6,D,9,120,0.558
6,D,9,180,0.746
6,D,9,240,0.945
6,D,9,360,1.19
6,D,9,1440,1.643
6,D,9,1800,NA
6,D,10,0,0.1
6,D,10,20,0.084
6,D,10,60,0.084
6,D,10,120,0.083
6,D,10,180,0.081
6,D,10,240,0.085
6,D,10,360,0.081
6,D,10,1440,0.086
6,D,10,1800,NA
6,D,11,0,0.101
6,D,11,20,0.184
6,D,11,60,0.369
6,D,11,120,0.617
6,D,11,180,0.773
6,D,11,240,0.918
6,D,11,360,1.141
6,D,11,1440,1.669
6,D,11,1800,1.673
6,D,12,0,0.091
6,D,12,20,0.08
6,D,12,60,0.082
6,D,12,120,0.087
6,D,12,180,0.084
6,D,12,240,0.084
6,D,12,360,0.087
6,D,12,1440,0.086
6,D,12,1800,0.088
6,E,1,0,0.102
6,E,1,20,0.178
6,E,1,60,0.354
6,E,1,120,0.555
6,E,1,180,0.707
6,E,1,240,0.82
6,E,1,360,0.999
6,E,1,1440,1.542
6,E,1,1800,1.605
6,E,2,0,0.1
6,E,2,20,0.087
6,E,2,60,0.086
6,E,2,120,0.09
6,E,2,180,0.087
6,E,2,240,0.089
6,E,2,360,0.089
6,E,2,1440,0.09
6,E,2,1800,0.088
6,E,3,0,0.107
6,E,3,20,0.175
6,E,3,60,0.335
6,E,3,120,0.545
6,E,3,180,0.707
6,E,3,240,0.886
6,E,3,360,1.122
6,E,3,1440,1.583
6,E,3,1800,1.685
6,E,4,0,0.098
6,E,4,20,0.086
6,E,4,60,0.086
6,E,4,120,0.084
6,E,4,180,0.084
6,E,4,240,0.086
6,E,4,360,0.083
6,E,4,1440,0.088
6,E,4,1800,0.086
6,E,5,0,0.102
6,E,5,20,0.174
6,E,5,60,0.361
6,E,5,120,0.63
6,E,5,180,0.798
6,E,5,240,NA
6,E,5,360,1.089
6,E,5,1440,1.675
6,E,5,1800,1.692
6,E,6,0,0.097
6,E,6,20,0.086
6,E,6,60,0.087
6,E,6,120,0.09
6,E,6,180,0.086
6,E,6,240,NA
6,E,6,360,0.085
6,E,6,1440,0.085
6,E,6,1800,0.086
6,E,7,0,0.104
6,E,7,20,0.141
6,E,7,60,0.295
6,E,7,120,0.559
6,E,7,180,0.728
6,E,7,240,0.957
6,E,7,360,1.17
6,E,7,1440,1.819
6,E,7,1800,1.76
6,E,8,0,0.098
6,E,8,20,0.084
6,E,8,60,0.087
6,E,8,120,0.091
6,E,8,180,0.082
6,E,8,240,0.098
6,E,8,360,0.085
6,E,8,1440,0.089
6,E,8,1800,0.094
6,E,9,0,0.109
6,E,9,20,0.271
6,E,9,60,0.499
6,E,9,120,0.774
6,E,9,180,0.855
6,E,9,240,1.045
6,E,9,360,1.116
6,E,9,1440,1.372
6,E,9,1800,NA
6,E,10,0,0.095
6,E,10,20,0.085
6,E,10,60,0.086
6,E,10,120,0.086
6,E,10,180,0.084
6,E,10,240,0.083
6,E,10,360,0.085
6,E,10,1440,0.133
6,E,10,1800,NA
6,E,11,0,0.125
6,E,11,20,0.176
6,E,11,60,0.4
6,E,11,120,0.619
6,E,11,180,0.787
6,E,11,240,0.916
6,E,11,360,1.115
6,E,11,1440,1.657
6,E,11,1800,1.692
6,E,12,0,0.097
6,E,12,20,0.081
6,E,12,60,0.083
6,E,12,120,0.085
6,E,12,180,0.08
6,E,12,240,0.093
6,E,12,360,0.084
6,E,12,1440,0.088
6,E,12,1800,0.084
6,F,1,0,0.101
6,F,1,20,0.135
6,F,1,60,0.285
6,F,1,120,0.499
6,F,1,180,0.642
6,F,1,240,0.792
6,F,1,360,0.993
6,F,1,1440,1.632
6,F,1,1800,1.622
6,F,2,0,0.095
6,F,2,20,0.084
6,F,2,60,0.089
6,F,2,120,0.089
6,F,2,180,0.083
6,F,2,240,0.088
6,F,2,360,0.087
6,F,2,1440,0.088
6,F,2,1800,0.086
6,F,3,0,0.105
6,F,3,20,0.164
6,F,3,60,0.34
6,F,3,120,0.575
6,F,3,180,0.783
6,F,3,240,0.935
6,F,3,360,1.162
6,F,3,1440,1.678
6,F,3,1800,1.722
6,F,4,0,0.099
6,F,4,20,0.086
6,F,4,60,0.087
6,F,4,120,0.083
6,F,4,180,0.081
6,F,4,240,0.085
6,F,4,360,0.093
6,F,4,1440,0.086
6,F,4,1800,0.085
6,F,5,0,0.104
6,F,5,20,0.193
6,F,5,60,0.389
6,F,5,120,0.663
6,F,5,180,0.704
6,F,5,240,NA
6,F,5,360,1.158
6,F,5,1440,1.657
6,F,5,1800,1.677
6,F,6,0,0.096
6,F,6,20,0.086
6,F,6,60,0.086
6,F,6,120,0.088
6,F,6,180,0.083
6,F,6,240,NA
6,F,6,360,0.083
6,F,6,1440,0.079
6,F,6,1800,0.085
6,F,7,0,0.104
6,F,7,20,0.237
6,F,7,60,0.446
6,F,7,120,0.721
6,F,7,180,0.906
6,F,7,240,1.053
6,F,7,360,1.328
6,F,7,1440,1.741
6,F,7,1800,1.809
6,F,8,0,0.096
6,F,8,20,0.083
6,F,8,60,0.086
6,F,8,120,0.083
6,F,8,180,0.082
6,F,8,240,0.129
6,F,8,360,0.089
6,F,8,1440,0.09
6,F,8,1800,0.095
6,F,9,0,0.332
6,F,9,20,0.115
6,F,9,60,0.256
6,F,9,120,0.493
6,F,9,180,0.635
6,F,9,240,0.828
6,F,9,360,1.103
6,F,9,1440,1.678
6,F,9,1800,NA
6,F,10,0,0.106
6,F,10,20,0.084
6,F,10,60,0.082
6,F,10,120,0.082
6,F,10,180,0.082
6,F,10,240,0.082
6,F,10,360,0.081
6,F,10,1440,0.091
6,F,10,1800,NA
6,F,11,0,0.11
6,F,11,20,0.156
6,F,11,60,0.352
6,F,11,120,0.554
6,F,11,180,0.719
6,F,11,240,0.861
6,F,11,360,1.092
6,F,11,1440,1.659
6,F,11,1800,1.664
6,F,12,0,0.097
6,F,12,20,0.081
6,F,12,60,0.082
6,F,12,120,0.083
6,F,12,180,0.082
6,F,12,240,0.102
6,F,12,360,0.082
6,F,12,1440,0.085
6,F,12,1800,0.122
6,G,1,0,0.1
6,G,1,20,0.148
6,G,1,60,0.316
6,G,1,120,0.562
6,G,1,180,0.683
6,G,1,240,0.778
6,G,1,360,0.976
6,G,1,1440,1.592
6,G,1,1800,1.567
6,G,2,0,0.098
6,G,2,20,0.084
6,G,2,60,0.087
6,G,2,120,0.088
6,G,2,180,0.084
6,G,2,240,0.084
6,G,2,360,0.087
6,G,2,1440,0.088
6,G,2,1800,0.091
6,G,3,0,0.101
6,G,3,20,0.13
6,G,3,60,0.267
6,G,3,120,0.451
6,G,3,180,0.588
6,G,3,240,0.733
6,G,3,360,0.931
6,G,3,1440,1.543
6,G,3,1800,1.59
6,G,4,0,0.095
6,G,4,20,0.083
6,G,4,60,0.085
6,G,4,120,0.085
6,G,4,180,0.083
6,G,4,240,0.085
6,G,4,360,0.086
6,G,4,1440,0.087
6,G,4,1800,0.108
6,G,5,0,0.101
6,G,5,20,0.164
6,G,5,60,0.346
6,G,5,120,0.597
6,G,5,180,0.743
6,G,5,240,NA
6,G,5,360,1.058
6,G,5,1440,1.597
6,G,5,1800,1.587
6,G,6,0,0.091
6,G,6,20,0.083
6,G,6,60,0.083
6,G,6,120,0.087
6,G,6,180,0.082
6,G,6,240,NA
6,G,6,360,0.081
6,G,6,1440,0.082
6,G,6,1800,0.084
6,G,7,0,0.101
6,G,7,20,0.165
6,G,7,60,0.303
6,G,7,120,0.558
6,G,7,180,0.725
6,G,7,240,0.84
6,G,7,360,1.115
6,G,7,1440,1.668
6,G,7,1800,1.69
6,G,8,0,0.097
6,G,8,20,0.081
6,G,8,60,0.086
6,G,8,120,0.083
6,G,8,180,0.082
6,G,8,240,0.115
6,G,8,360,0.086
6,G,8,1440,0.088
6,G,8,1800,0.092
6,G,9,0,0.095
6,G,9,20,0.146
6,G,9,60,0.312
6,G,9,120,0.535
6,G,9,180,0.673
6,G,9,240,0.875
6,G,9,360,1.129
6,G,9,1440,1.718
6,G,9,1800,NA
6,G,10,0,0.092
6,G,10,20,0.082
6,G,10,60,0.083
6,G,10,120,0.084
6,G,10,180,0.08
6,G,10,240,0.084
6,G,10,360,0.08
6,G,10,1440,0.106
6,G,10,1800,NA
6,G,11,0,0.097
6,G,11,20,0.141
6,G,11,60,0.34
6,G,11,120,0.547
6,G,11,180,0.679
6,G,11,240,0.822
6,G,11,360,1.047
6,G,11,1440,1.662
6,G,11,1800,1.681
6,G,12,0,0.093
6,G,12,20,0.081
6,G,12,60,0.081
6,G,12,120,0.082
6,G,12,180,0.079
6,G,12,240,0.096
6,G,12,360,0.076
6,G,12,1440,0.095
6,G,12,1800,0.085
6,H,1,0,0.103
6,H,1,20,0.173
6,H,1,60,0.366
6,H,1,120,0.576
6,H,1,180,0.693
6,H,1,240,0.838
6,H,1,360,1.042
6,H,1,1440,1.544
6,H,1,1800,1.556
6,H,2,0,0.103
6,H,2,20,0.079
6,H,2,60,0.086
6,H,2,120,0.086
6,H,2,180,0.085
6,H,2,240,0.085
6,H,2,360,0.087
6,H,2,1440,0.088
6,H,2,1800,0.087
6,H,3,0,0.106
6,H,3,20,0.149
6,H,3,60,0.302
6,H,3,120,0.51
6,H,3,180,0.691
6,H,3,240,0.826
6,H,3,360,1.103
6,H,3,1440,1.717
6,H,3,1800,1.669
6,H,4,0,0.099
6,H,4,20,0.083
6,H,4,60,0.085
6,H,4,120,0.083
6,H,4,180,0.082
6,H,4,240,0.086
6,H,4,360,0.085
6,H,4,1440,0.087
6,H,4,1800,0.113
6,H,5,0,0.104
6,H,5,20,0.131
6,H,5,60,0.271
6,H,5,120,0.496
6,H,5,180,0.647
6,H,5,240,NA
6,H,5,360,0.945
6,H,5,1440,1.625
6,H,5,1800,1.625
6,H,6,0,0.094
6,H,6,20,0.083
6,H,6,60,0.084
6,H,6,120,0.086
6,H,6,180,0.082
6,H,6,240,NA
6,H,6,360,0.09
6,H,6,1440,0.088
6,H,6,1800,0.093
6,H,7,0,0.103
6,H,7,20,0.176
6,H,7,60,0.325
6,H,7,120,0.54
6,H,7,180,0.687
6,H,7,240,0.821
6,H,7,360,1.057
6,H,7,1440,1.686
6,H,7,1800,1.754
6,H,8,0,0.096
6,H,8,20,0.084
6,H,8,60,0.086
6,H,8,120,0.092
6,H,8,180,0.094
6,H,8,240,0.153
6,H,8,360,0.085
6,H,8,1440,0.098
6,H,8,1800,0.098
6,H,9,0,0.095
6,H,9,20,0.119
6,H,9,60,0.274
6,H,9,120,0.471
6,H,9,180,0.603
6,H,9,240,0.814
6,H,9,360,1.24
6,H,9,1440,1.657
6,H,9,1800,NA
6,H,10,0,0.097
6,H,10,20,0.081
6,H,10,60,0.083
6,H,10,120,0.081
6,H,10,180,0.079
6,H,10,240,0.08
6,H,10,360,0.084
6,H,10,1440,0.118
6,H,10,1800,NA
6,H,11,0,0.087
6,H,11,20,0.08
6,H,11,60,0.082
6,H,11,120,0.081
6,H,11,180,0.08
6,H,11,240,0.08
6,H,11,360,0.082
6,H,11,1440,0.082
6,H,11,1800,0.081
6,H,12,0,0.079
6,H,12,20,0.079
6,H,12,60,0.077
6,H,12,120,0.08
6,H,12,180,0.077
6,H,12,240,0.077
6,H,12,360,0.08
6,H,12,1440,0.08
6,H,12,1800,0.081
