plate,raw,col,time,OD
3,D,8,120,0.088
3,D,8,180,0.087
3,D,8,240,0.084
3,D,8,360,0.096
3,D,8,1440,0.089
3,D,8,1800,0.092
3,D,9,0,0.157
3,D,9,20,0.19
3,D,9,60,0.347
3,D,9,120,0.535
3,D,9,180,0.686
3,D,9,240,0.845
3,D,9,360,1.1049
3,D,9,1440,1.499
3,D,9,1800,1.614
3,D,10,0,0.149
3,D,10,20,0.083
3,D,10,60,0.089
3,D,10,120,0.087
3,D,10,180,0.084
3,D,10,240,0.08
3,D,10,360,0.088
3,D,10,1440,0.083
3,D,10,1800,0.084
3,D,11,0,0.12
3,D,11,20,0.113
3,D,11,60,0.247
3,D,11,120,0.425
3,D,11,180,0.603
3,D,11,240,0.722
3,D,11,360,1.16835
3,D,11,1440,1.627
3,D,11,1800,1.749
3,D,12,0,0.122
3,D,12,20,0.077
3,D,12,60,0.081
3,D,12,120,0.077
3,D,12,180,0.079
3,D,12,240,0.08
3,D,12,360,0.082
3,D,12,1440,0.076
3,D,12,1800,0.077
3,E,1,0,0.134
3,E,1,20,0.147
3,E,1,60,0.301
3,E,1,120,0.518
3,E,1,180,0.694
3,E,1,240,0.793
3,E,1,360,1.1009250000000002
3,E,1,1440,1.548
3,E,1,1800,1.635
3,E,2,0,0.269
3,E,2,20,0.085
3,E,2,60,0.089
3,E,2,120,0.086
3,E,2,180,0.092
3,E,2,240,0.088
3,E,2,360,0.086
3,E,2,1440,0.083
3,E,2,1800,0.088
3,E,3,0,0.142
3,E,3,20,0.145
3,E,3,60,0.354
3,E,3,120,0.523
3,E,3,180,0.688
3,E,3,240,0.871
3,E,3,360,1.1723333333333334
3,E,3,1440,1.613
3,E,3,1800,1.694
3,E,4,0,0.117
3,E,4,20,0.087
3,E,4,60,0.132
3,E,4,120,0.085
3,E,4,180,0.089
3,E,4,240,0.085
3,E,4,360,0.088
3,E,4,1440,0.085
3,E,4,1800,0.087
3,E,5,0,0.139
3,E,5,20,0.128
3,E,5,60,0.328
3,E,5,120,0.47
3,E,5,180,0.685
3,E,5,240,0.833
3,E,5,360,1.1456333333333333
3,E,5,1440,1.593
3,E,5,1800,1.747
3,E,6,0,0.12
3,E,6,20,0.078
3,E,6,60,0.088
3,E,6,120,0.081
3,E,6,180,0.084
3,E,6,240,0.077
3,E,6,360,0.082
3,E,6,1440,0.084
3,E,6,1800,0.084
3,E,7,0,0.114
3,E,7,20,0.126
3,E,7,60,0.269
3,E,7,120,0.476
3,E,7,180,0.637
3,E,7,240,0.778
3,E,7,360,1.119825
3,E,7,1440,1.556
3,E,7,1800,1.635
3,E,8,0,0.108
3,E,8,20,0.082
3,E,8,60,0.086
3,E,8,120,0.085
3,E,8,180,0.086
3,E,8,240,0.082
3,E,8,360,0.089
3,E,8,1440,0.085
3,E,8,1800,0.085
3,E,9,0,0.128
3,E,9,20,0.151
3,E,9,60,0.377
3,E,9,120,0.467
3,E,9,180,0.645
3,E,9,240,0.852
3,E,9,360,1.1891166666666666
3,E,9,1440,1.568
3,E,9,1800,1.654
3,E,10,0,0.127
3,E,10,20,0.083
3,E,10,60,0.258
3,E,10,120,0.092
3,E,10,180,0.087
3,E,10,240,0.087
3,E,10,360,0.094
3,E,10,1440,0.083
3,E,10,1800,0.09
3,E,11,0,0.131
3,E,11,20,0.165
3,E,11,60,0.39
3,E,11,120,0.516
3,E,11,180,0.737
3,E,11,240,0.865
3,E,11,360,1.2087083333333333
3,E,11,1440,1.659
3,E,11,1800,1.756
3,E,12,0,0.123
3,E,12,20,0.081
3,E,12,60,0.086
3,E,12,120,0.081
3,E,12,180,0.082
3,E,12,240,0.081
3,E,12,360,0.083
3,E,12,1440,0.082
3,E,12,1800,0.095
3,F,1,0,0.122
3,F,1,20,0.186
3,F,1,60,0.363
3,F,1,120,0.585
3,F,1,180,0.742
3,F,1,240,0.843
3,F,1,360,1.1669333333333334
3,F,1,1440,1.672
3,F,1,1800,1.803
3,F,2,0,0.104
3,F,2,20,0.081
3,F,2,60,0.086
3,F,2,120,0.084
3,F,2,180,0.09
3,F,2,240,0.088
3,F,2,360,0.087
3,F,2,1440,0.088
3,F,2,1800,0.093
3,F,3,0,0.142
3,F,3,20,0.218
3,F,3,60,0.358
3,F,3,120,0.563
3,F,3,180,0.753
3,F,3,240,0.863
3,F,3,360,1.1756333333333333
3,F,3,1440,1.449
3,F,3,1800,1.619
3,F,4,0,0.114
3,F,4,20,0.083
3,F,4,60,0.087
3,F,4,120,0.086
3,F,4,180,0.086
3,F,4,240,0.084
3,F,4,360,0.088
3,F,4,1440,0.082
3,F,4,1800,0.086
3,F,5,0,0.188
3,F,5,20,0.173
3,F,5,60,0.348
3,F,5,120,0.515
3,F,5,180,0.707
3,F,5,240,0.85
3,F,5,360,1.0496333333333334
3,F,5,1440,1.577
3,F,5,1800,1.694
3,F,6,0,0.125
3,F,6,20,0.08
3,F,6,60,0.099
3,F,6,120,0.082
3,F,6,180,0.081
3,F,6,240,0.08
3,F,6,360,0.084
3,F,6,1440,0.083
3,F,6,1800,0.082
3,F,7,0,0.14
3,F,7,20,0.151
3,F,7,60,0.326
3,F,7,120,0.51
3,F,7,180,0.665
3,F,7,240,0.87
3,F,7,360,1.1600333333333332
3,F,7,1440,1.642
3,F,7,1800,1.728
3,F,8,0,0.134
3,F,8,20,0.079
3,F,8,60,0.087
3,F,8,120,0.085
3,F,8,180,0.084
3,F,8,240,0.084
3,F,8,360,0.089
3,F,8,1440,0.084
3,F,8,1800,0.086
3,F,9,0,0.123
3,F,9,20,0.185
3,F,9,60,0.324
3,F,9,120,0.512
3,F,9,180,0.646
3,F,9,240,0.859
3,F,9,360,1.1349083333333332
3,F,9,1440,1.59
3,F,9,1800,1.666
3,F,10,0,0.142
3,F,10,20,0.083
3,F,10,60,0.088
3,F,10,120,0.091
3,F,10,180,0.085
3,F,10,240,0.092
3,F,10,360,0.094
3,F,10,1440,0.085
3,F,10,1800,0.088
3,F,11,0,0.145
3,F,11,20,0.183
3,F,11,60,0.34
3,F,11,120,0.546
3,F,11,180,0.75
3,F,11,240,0.853
3,F,11,360,1.2080083333333334
3,F,11,1440,1.596
3,F,11,1800,1.674
3,F,12,0,0.176
3,F,12,20,0.081
3,F,12,60,0.087
3,F,12,120,0.08
3,F,12,180,0.084
3,F,12,240,0.085
3,F,12,360,0.088
3,F,12,1440,0.08
3,F,12,1800,0.083
3,G,1,0,0.154
3,G,1,20,0.156
3,G,1,60,0.32
3,G,1,120,0.512
3,G,1,180,0.662
3,G,1,240,0.795
3,G,1,360,1.0200583333333333
3,G,1,1440,1.527
3,G,1,1800,1.673
3,G,2,0,0.142
3,G,2,20,0.08
3,G,2,60,0.085
3,G,2,120,0.082
3,G,2,180,0.088
3,G,2,240,0.082
3,G,2,360,0.084
3,G,2,1440,0.08
3,G,2,1800,0.084
3,G,3,0,0.152
3,G,3,20,0.139
3,G,3,60,0.279
3,G,3,120,0.46
3,G,3,180,0.579
3,G,3,240,0.727
3,G,3,360,0.9417
3,G,3,1440,1.384
3,G,3,1800,1.607
3,G,4,0,0.118
3,G,4,20,0.085
3,G,4,60,0.084
3,G,4,120,0.083
3,G,4,180,0.085
3,G,4,240,0.084
3,G,4,360,0.093
3,G,4,1440,0.085
3,G,4,1800,0.083
3,G,5,0,0.176
3,G,5,20,0.198
3,G,5,60,0.377
3,G,5,120,0.596
3,G,5,180,0.794
3,G,5,240,0.909
3,G,5,360,1.132175
3,G,5,1440,1.651
3,G,5,1800,1.748
3,G,6,0,0.131
3,G,6,20,0.08
3,G,6,60,0.084
3,G,6,120,0.078
3,G,6,180,0.08
3,G,6,240,0.079
3,G,6,360,0.081
3,G,6,1440,0.087
3,G,6,1800,0.085
3,G,7,0,0.137
3,G,7,20,0.152
3,G,7,60,0.308
3,G,7,120,0.478
3,G,7,180,0.766
3,G,7,240,0.87
3,G,7,360,1.0837583333333334
3,G,7,1440,1.525
3,G,7,1800,1.665
3,G,8,0,0.148
3,G,8,20,0.08
3,G,8,60,0.094
3,G,8,120,0.088
3,G,8,180,0.089
3,G,8,240,0.089
3,G,8,360,0.096
3,G,8,1440,0.083
3,G,8,1800,0.087
3,G,9,0,0.134
3,G,9,20,0.117
3,G,9,60,0.273
3,G,9,120,0.492
3,G,9,180,0.699
3,G,9,240,0.852
3,G,9,360,1.1523916666666667
3,G,9,1440,1.683
3,G,9,1800,1.732
3,G,10,0,0.122
3,G,10,20,0.08
3,G,10,60,0.091
3,G,10,120,0.083
3,G,10,180,0.083
3,G,10,240,0.08
3,G,10,360,0.084
3,G,10,1440,0.08
3,G,10,1800,0.081
3,G,11,0,0.123
3,G,11,20,0.14
3,G,11,60,0.44
3,G,11,120,0.483
3,G,11,180,0.676
3,G,11,240,0.797
3,G,11,360,1.1473
3,G,11,1440,1.636
3,G,11,1800,1.715
3,G,12,0,0.117
3,G,12,20,0.071
3,G,12,60,0.087
3,G,12,120,0.078
3,G,12,180,0.082
3,G,12,240,0.083
3,G,12,360,0.086
3,G,12,1440,0.082
3,G,12,1800,0.087
3,H,1,0,0.141
3,H,1,20,0.166
3,H,1,60,0.319
3,H,1,120,0.497
3,H,1,180,0.668
3,H,1,240,0.795
3,H,1,360,1.1151666666666666
3,H,1,1440,1.475
3,H,1,1800,1.63
3,H,2,0,0.122
3,H,2,20,0.081
3,H,2,60,0.083
3,H,2,120,0.083
3,H,2,180,0.089
3,H,2,240,0.083
3,H,2,360,0.085
3,H,2,1440,0.078
3,H,2,1800,0.091
3,H,3,0,0.131
3,H,3,20,0.146
3,H,3,60,0.307
3,H,3,120,0.505
3,H,3,180,0.665
3,H,3,240,0.778
3,H,3,360,1.0218916666666666
3,H,3,1440,1.621
3,H,3,1800,1.751
3,H,4,0,0.129
3,H,4,20,0.085
3,H,4,60,0.083
3,H,4,120,0.085
3,H,4,180,0.086
3,H,4,240,0.085
3,H,4,360,0.088
3,H,4,1440,0.083
3,H,4,1800,0.085
3,H,5,0,0.131
3,H,5,20,0.151
3,H,5,60,0.302
3,H,5,120,0.496
3,H,5,180,0.667
3,H,5,240,0.791
3,H,5,360,1.017
3,H,5,1440,1.625
3,H,5,1800,1.738
3,H,6,0,0.128
3,H,6,20,0.087
3,H,6,60,0.083
3,H,6,120,0.095
3,H,6,180,0.086
3,H,6,240,0.084
3,H,6,360,0.088
3,H,6,1440,0.086
3,H,6,1800,0.083
3,H,7,0,0.123
3,H,7,20,0.183
3,H,7,60,0.36
3,H,7,120,0.558
3,H,7,180,0.711
3,H,7,240,0.857
3,H,7,360,1.1621000000000001
3,H,7,1440,1.677
3,H,7,1800,1.777
3,H,8,0,0.137
3,H,8,20,0.092
3,H,8,60,0.094
3,H,8,120,0.092
3,H,8,180,0.109
3,H,8,240,0.097
3,H,8,360,0.122
3,H,8,1440,0.09
3,H,8,1800,0.09
3,H,9,0,0.11
3,H,9,20,0.139
3,H,9,60,0.348
3,H,9,120,0.559
3,H,9,180,0.698
3,H,9,240,0.843
3,H,9,360,1.1650500000000001
3,H,9,1440,1.672
3,H,9,1800,1.758
3,H,10,0,0.123
3,H,10,20,0.082
3,H,10,60,0.088
3,H,10,120,0.084
3,H,10,180,0.082
3,H,10,240,0.082
3,H,10,360,0.089
3,H,10,1440,0.232
3,H,10,1800,0.08
3,H,11,0,0.147
3,H,11,20,0.17
3,H,11,60,0.347
3,H,11,120,0.545
3,H,11,180,0.666
3,H,11,240,0.732
3,H,11,360,0.9655333333333334
3,H,11,1440,1.274
3,H,11,1800,1.375
3,H,12,0,0.125
3,H,12,20,0.08
3,H,12,60,0.085
3,H,12,120,0.077
3,H,12,180,0.084
3,H,12,240,0.083
3,H,12,360,0.084
3,H,12,1440,0.095
3,H,12,1800,0.102
