plate,raw,col,time,OD
1,B,7,60,0.407
1,B,7,120,0.596
1,B,7,180,0.75
1,B,7,240,0.88
1,B,7,360,1.094
1,B,7,1440,1.456
1,B,7,1800,1.585
4,B,8,0,0.088
1,B,8,20,0.084
1,B,8,60,0.086
1,B,8,120,0.087
1,B,8,180,0.086
1,B,8,240,0.084
1,B,8,360,0.088
1,B,8,1440,0.115
1,B,8,1800,0.088
4,B,9,0,0.093
1,B,9,20,0.168
1,B,9,60,0.324
1,B,9,120,0.485
1,B,9,180,0.664
1,B,9,240,0.762
1,B,9,360,0.994
1,B,9,1440,1.393
1,B,9,1800,1.554
4,B,10,0,0.09
1,B,10,20,0.085
1,B,10,60,0.084
1,B,10,120,0.087
1,B,10,180,0.083
1,B,10,240,0.087
1,B,10,360,0.083
1,B,10,1440,0.088
1,B,10,1800,0.083
4,B,11,0,0.091
1,B,11,20,0.136
1,B,11,60,0.281
1,B,11,120,0.438
1,B,11,180,0.575
1,B,11,240,0.747
1,B,11,360,0.99
1,B,11,1440,1.527
1,B,11,1800,1.687
4,B,12,0,0.085
1,B,12,20,0.08
1,B,12,60,0.077
1,B,12,120,0.079
1,B,12,180,0.077
1,B,12,240,0.079
1,B,12,360,0.082
1,B,12,1440,0.08
1,B,12,1800,0.08
4,C,1,0,0.087
1,C,1,20,0.144
1,C,1,60,0.286
1,C,1,120,0.471
1,C,1,180,0.656
1,C,1,240,0.794
1,C,1,360,1.034
1,C,1,1440,1.518
1,C,1,1800,1.691
4,C,2,0,0.093
1,C,2,20,0.084
1,C,2,60,0.085
1,C,2,120,0.084
1,C,2,180,0.086
1,C,2,240,0.082
1,C,2,360,0.09
1,C,2,1440,0.082
1,C,2,1800,0.088
4,C,3,0,0.088
1,C,3,20,0.16
1,C,3,60,0.323
1,C,3,120,0.508
1,C,3,180,0.685
1,C,3,240,0.78
1,C,3,360,0.944
1,C,3,1440,1.408
1,C,3,1800,1.532
4,C,4,0,0.098
1,C,4,20,0.084
1,C,4,60,0.085
1,C,4,120,0.084
1,C,4,180,0.084
1,C,4,240,0.084
1,C,4,360,0.086
1,C,4,1440,0.084
1,C,4,1800,0.087
4,C,5,0,0.095
1,C,5,20,0.183
1,C,5,60,0.362
1,C,5,120,0.587
1,C,5,180,0.729
1,C,5,240,0.835
1,C,5,360,1.07
1,C,5,1440,1.475
1,C,5,1800,1.602
4,C,6,0,0.089
1,C,6,20,0.084
1,C,6,60,0.087
1,C,6,120,0.086
1,C,6,180,0.086
1,C,6,240,0.086
1,C,6,360,0.083
1,C,6,1440,0.09
1,C,6,1800,0.091
4,C,7,0,0.096
1,C,7,20,0.14
1,C,7,60,0.27
1,C,7,120,0.461
1,C,7,180,0.65
1,C,7,240,0.798
1,C,7,360,1.036
1,C,7,1440,1.415
1,C,7,1800,1.582
4,C,8,0,0.092
1,C,8,20,0.085
1,C,8,60,0.088
1,C,8,120,0.086
1,C,8,180,0.087
1,C,8,240,0.087
1,C,8,360,0.086
1,C,8,1440,0.087
1,C,8,1800,0.087
4,C,9,0,0.094
1,C,9,20,0.172
1,C,9,60,0.36
1,C,9,120,0.597
1,C,9,180,0.793
1,C,9,240,0.953
1,C,9,360,1.169
1,C,9,1440,1.584
1,C,9,1800,1.645
4,C,10,0,0.092
1,C,10,20,0.086
1,C,10,60,0.087
1,C,10,120,0.086
1,C,10,180,0.085
1,C,10,240,0.084
1,C,10,360,0.087
1,C,10,1440,0.087
1,C,10,1800,0.088
4,C,11,0,0.092
1,C,11,20,0.139
1,C,11,60,0.293
1,C,11,120,0.475
1,C,11,180,0.649
1,C,11,240,0.824
1,C,11,360,1.045
1,C,11,1440,1.475
1,C,11,1800,1.601
4,C,12,0,0.087
1,C,12,20,0.08
1,C,12,60,0.082
1,C,12,120,0.081
1,C,12,180,0.078
1,C,12,240,0.08
1,C,12,360,0.084
1,C,12,1440,0.081
1,C,12,1800,0.079
4,D,1,0,0.09
1,D,1,20,0.147
1,D,1,60,0.293
1,D,1,120,0.479
1,D,1,180,0.62
1,D,1,240,0.765
1,D,1,360,0.988
1,D,1,1440,1.495
1,D,1,1800,1.659
4,D,2,0,0.09
1,D,2,20,0.084
1,D,2,60,0.086
1,D,2,120,0.081
1,D,2,180,0.085
1,D,2,240,0.081
1,D,2,360,0.086
1,D,2,1440,0.083
1,D,2,1800,0.086
4,D,3,0,0.09
1,D,3,20,0.156
1,D,3,60,0.314
1,D,3,120,0.513
1,D,3,180,0.696
1,D,3,240,0.798
1,D,3,360,0.999
1,D,3,1440,1.505
1,D,3,1800,1.664
4,D,4,0,0.113
1,D,4,20,0.083
1,D,4,60,0.086
1,D,4,120,0.085
1,D,4,180,0.085
1,D,4,240,0.086
1,D,4,360,0.085
1,D,4,1440,0.083
1,D,4,1800,0.085
4,D,5,0,0.094
1,D,5,20,0.133
1,D,5,60,0.274
1,D,5,120,0.486
1,D,5,180,0.639
1,D,5,240,0.783
1,D,5,360,0.926
1,D,5,1440,1.527
1,D,5,1800,1.658
4,D,6,0,0.091
1,D,6,20,0.083
1,D,6,60,0.085
1,D,6,120,0.086
1,D,6,180,0.084
1,D,6,240,0.086
1,D,6,360,0.083
1,D,6,1440,0.086
1,D,6,1800,0.088
4,D,7,0,0.091
1,D,7,20,0.172
1,D,7,60,0.335
1,D,7,120,0.511
1,D,7,180,0.659
1,D,7,240,0.818
1,D,7,360,0.995
1,D,7,1440,1.477
1,D,7,1800,1.6
4,D,8,0,0.091
1,D,8,20,0.086
1,D,8,60,0.085
1,D,8,120,0.083
1,D,8,180,0.085
1,D,8,240,0.085
1,D,8,360,0.098
1,D,8,1440,0.085
1,D,8,1800,0.086
4,D,9,0,0.092
1,D,9,20,0.137
1,D,9,60,0.271
1,D,9,120,0.466
1,D,9,180,0.641
1,D,9,240,0.742
1,D,9,360,0.991
1,D,9,1440,1.447
1,D,9,1800,1.532
4,D,10,0,0.095
1,D,10,20,0.084
1,D,10,60,0.083
1,D,10,120,0.086
1,D,10,180,0.082
1,D,10,240,0.08
1,D,10,360,0.084
1,D,10,1440,0.081
1,D,10,1800,0.084
4,D,11,0,0.092
1,D,11,20,0.178
1,D,11,60,0.346
1,D,11,120,0.541
1,D,11,180,0.694
1,D,11,240,0.858
1,D,11,360,1.047
1,D,11,1440,1.546
1,D,11,1800,1.638
4,D,12,0,0.088
1,D,12,20,0.079
1,D,12,60,0.08
1,D,12,120,0.08
1,D,12,180,0.077
1,D,12,240,0.08
1,D,12,360,0.081
1,D,12,1440,0.08
1,D,12,1800,0.08
4,E,1,0,0.088
1,E,1,20,0.146
1,E,1,60,0.294
1,E,1,120,0.448
1,E,1,180,0.619
1,E,1,240,0.74
1,E,1,360,0.957
1,E,1,1440,1.446
1,E,1,1800,1.625
4,E,2,0,0.088
1,E,2,20,0.085
1,E,2,60,0.086
1,E,2,120,0.082
1,E,2,180,0.085
1,E,2,240,0.084
1,E,2,360,0.086
1,E,2,1440,0.084
1,E,2,1800,0.086
4,E,3,0,0.089
1,E,3,20,0.136
1,E,3,60,0.276
1,E,3,120,0.469
1,E,3,180,0.691
1,E,3,240,0.789
1,E,3,360,1.024
1,E,3,1440,1.538
1,E,3,1800,1.665
4,E,4,0,0.087
1,E,4,20,0.083
1,E,4,60,0.082
1,E,4,120,0.082
1,E,4,180,0.084
1,E,4,240,0.084
1,E,4,360,0.084
1,E,4,1440,0.108
1,E,4,1800,0.084
4,E,5,0,0.092
1,E,5,20,0.158
1,E,5,60,0.317
1,E,5,120,0.521
1,E,5,180,0.662
1,E,5,240,0.862
1,E,5,360,1.064
1,E,5,1440,1.513
1,E,5,1800,1.559
4,E,6,0,0.089
1,E,6,20,0.078
1,E,6,60,0.083
1,E,6,120,0.082
1,E,6,180,0.084
1,E,6,240,0.086
1,E,6,360,0.079
1,E,6,1440,0.085
1,E,6,1800,0.089
4,E,7,0,0.092
1,E,7,20,0.169
1,E,7,60,0.473
1,E,7,120,0.813
1,E,7,180,1.116
1,E,7,240,1.342
1,E,7,360,1.691
1,E,7,1440,1.741
1,E,7,1800,1.822
4,E,8,0,0.092
1,E,8,20,0.084
1,E,8,60,0.088
1,E,8,120,0.086
1,E,8,180,0.088
1,E,8,240,0.087
1,E,8,360,0.089
1,E,8,1440,0.089
1,E,8,1800,0.089
4,E,9,0,0.094
1,E,9,20,0.182
1,E,9,60,0.361
1,E,9,120,0.585
1,E,9,180,0.74
1,E,9,240,0.866
1,E,9,360,1.101
1,E,9,1440,1.53
1,E,9,1800,1.608
4,E,10,0,0.09
1,E,10,20,0.081
1,E,10,60,0.087
1,E,10,120,0.088
1,E,10,180,0.085
1,E,10,240,0.081
1,E,10,360,0.087
1,E,10,1440,0.084
1,E,10,1800,0.087
4,E,11,0,0.095
1,E,11,20,0.154
1,E,11,60,0.319
1,E,11,120,0.518
1,E,11,180,0.653
1,E,11,240,0.798
1,E,11,360,1.064
1,E,11,1440,1.541
1,E,11,1800,1.601
4,E,12,0,0.087
1,E,12,20,0.081
1,E,12,60,0.079
1,E,12,120,0.085
1,E,12,180,0.078
1,E,12,240,0.081
1,E,12,360,0.082
1,E,12,1440,0.083
1,E,12,1800,0.081
4,F,1,0,0.089
1,F,1,20,0.162
1,F,1,60,0.321
1,F,1,120,0.537
1,F,1,180,0.693
1,F,1,240,0.776
1,F,1,360,1.01
1,F,1,1440,1.627
1,F,1,1800,1.786
4,F,2,0,0.088
1,F,2,20,0.081
1,F,2,60,0.084
1,F,2,120,0.082
1,F,2,180,0.084
1,F,2,240,0.08
1,F,2,360,0.083
1,F,2,1440,0.081
1,F,2,1800,0.086
4,F,3,0,0.088
1,F,3,20,0.169
1,F,3,60,0.311
1,F,3,120,0.526
1,F,3,180,0.687
1,F,3,240,0.788
1,F,3,360,0.947
1,F,3,1440,1.439
1,F,3,1800,1.577
4,F,4,0,0.088
1,F,4,20,0.086
1,F,4,60,0.085
1,F,4,120,0.083
1,F,4,180,0.084
1,F,4,240,0.084
1,F,4,360,0.082
1,F,4,1440,0.084
1,F,4,1800,0.085
4,F,5,0,0.091
1,F,5,20,0.178
1,F,5,60,0.337
1,F,5,120,0.535
1,F,5,180,0.67
1,F,5,240,0.831
1,F,5,360,1.064
1,F,5,1440,1.533
1,F,5,1800,1.603
4,F,6,0,0.086
1,F,6,20,0.076
1,F,6,60,0.082
1,F,6,120,0.084
1,F,6,180,0.084
1,F,6,240,0.082
1,F,6,360,0.081
1,F,6,1440,0.084
1,F,6,1800,0.083
4,F,7,0,0.094
1,F,7,20,0.156
1,F,7,60,0.298
1,F,7,120,0.511
1,F,7,180,0.712
1,F,7,240,0.846
1,F,7,360,1.132
1,F,7,1440,1.621
1,F,7,1800,1.76
4,F,8,0,0.091
1,F,8,20,0.083
1,F,8,60,0.082
1,F,8,120,0.084
1,F,8,180,0.085
1,F,8,240,0.084
1,F,8,360,0.085
1,F,8,1440,0.086
1,F,8,1800,0.081
4,F,9,0,0.093
1,F,9,20,0.16
1,F,9,60,0.326
1,F,9,120,0.542
1,F,9,180,0.716
1,F,9,240,0.815
1,F,9,360,1.089
1,F,9,1440,1.529
1,F,9,1800,1.582
4,F,10,0,0.089
1,F,10,20,0.081
1,F,10,60,0.083
1,F,10,120,0.085
1,F,10,180,0.082
1,F,10,240,0.08
1,F,10,360,0.085
1,F,10,1440,0.081
1,F,10,1800,0.084
4,F,11,0,0.093
1,F,11,20,0.167
1,F,11,60,0.336
1,F,11,120,0.536
1,F,11,180,0.685
1,F,11,240,0.808
1,F,11,360,1.074
1,F,11,1440,1.588
1,F,11,1800,1.692
4,F,12,0,0.087
1,F,12,20,0.081
1,F,12,60,0.08
1,F,12,120,0.081
1,F,12,180,0.075
1,F,12,240,0.08
1,F,12,360,0.082
1,F,12,1440,0.082
1,F,12,1800,0.082
4,G,1,0,0.09
1,G,1,20,0.176
1,G,1,60,0.345
1,G,1,120,0.544
1,G,1,180,0.732
1,G,1,240,0.898
1,G,1,360,1.083
1,G,1,1440,1.62
1,G,1,1800,1.695
4,G,2,0,0.086
1,G,2,20,0.094
1,G,2,60,0.083
1,G,2,120,0.08
1,G,2,180,0.081
1,G,2,240,0.078
1,G,2,360,0.081
1,G,2,1440,0.081
1,G,2,1800,0.083
4,G,3,0,0.085
1,G,3,20,0.082
1,G,3,60,0.082
1,G,3,120,0.084
1,G,3,180,0.085
1,G,3,240,0.081
1,G,3,360,0.083
1,G,3,1440,0.084
1,G,3,1800,0.085
4,G,4,0,0.08
1,G,4,20,0.08
1,G,4,60,0.082
1,G,4,120,0.08
1,G,4,180,0.083
1,G,4,240,0.082
1,G,4,360,0.082
1,G,4,1440,0.08
1,G,4,1800,0.081
4,G,5,0,0.092
1,G,5,20,0.154
1,G,5,60,0.303
1,G,5,120,0.439
1,G,5,180,0.652
1,G,5,240,0.762
1,G,5,360,0.974
1,G,5,1440,1.518
1,G,5,1800,1.482
4,G,6,0,0.083
1,G,6,20,0.078
1,G,6,60,0.08
1,G,6,120,0.08
1,G,6,180,0.082
1,G,6,240,0.081
1,G,6,360,0.079
1,G,6,1440,0.083
1,G,6,1800,0.082
4,G,7,0,0.088
1,G,7,20,0.148
1,G,7,60,0.302
1,G,7,120,0.518
1,G,7,180,0.677
1,G,7,240,0.809
1,G,7,360,1.064
1,G,7,1440,1.439
1,G,7,1800,1.634
4,G,8,0,0.088
1,G,8,20,0.083
1,G,8,60,0.08
1,G,8,120,0.081
1,G,8,180,0.08
1,G,8,240,0.084
1,G,8,360,0.079
1,G,8,1440,0.087
1,G,8,1800,0.081
4,G,9,0,0.088
1,G,9,20,0.135
1,G,9,60,0.299
1,G,9,120,0.51
1,G,9,180,0.666
1,G,9,240,0.748
1,G,9,360,1.029
1,G,9,1440,1.507
1,G,9,1800,1.696
4,G,10,0,0.085
1,G,10,20,0.08
1,G,10,60,0.085
1,G,10,120,0.086
1,G,10,180,0.083
1,G,10,240,0.082
1,G,10,360,0.087
1,G,10,1440,0.083
1,G,10,1800,0.084
4,G,11,0,0.089
1,G,11,20,0.16
1,G,11,60,0.319
1,G,11,120,0.49
1,G,11,180,0.639
1,G,11,240,0.845
1,G,11,360,1.071
1,G,11,1440,1.564
1,G,11,1800,1.636
4,G,12,0,0.085
1,G,12,20,0.08
1,G,12,60,0.08
1,G,12,120,0.078
1,G,12,180,0.077
1,G,12,240,0.082
1,G,12,360,0.083
1,G,12,1440,0.08
1,G,12,1800,0.08
4,H,1,0,0.092
1,H,1,20,0.175
1,H,1,60,0.293
1,H,1,120,0.511
1,H,1,180,0.66
1,H,1,240,0.797
1,H,1,360,1.004
1,H,1,1440,1.555
1,H,1,1800,1.718
4,H,2,0,0.095
1,H,2,20,0.083
1,H,2,60,0.082
1,H,2,120,0.081
1,H,2,180,0.083
1,H,2,240,0.077
1,H,2,360,0.084
1,H,2,1440,0.079
1,H,2,1800,0.084
4,H,3,0,0.098
1,H,3,20,0.145
1,H,3,60,0.285
1,H,3,120,0.46
1,H,3,180,0.612
1,H,3,240,0.741
1,H,3,360,0.981
1,H,3,1440,1.557
1,H,3,1800,1.635
4,H,4,0,0.09
1,H,4,20,0.082
1,H,4,60,0.081
1,H,4,120,0.084
1,H,4,180,0.084
1,H,4,240,0.081
1,H,4,360,0.082
1,H,4,1440,0.081
1,H,4,1800,0.08
4,H,5,0,0.092
1,H,5,20,0.164
1,H,5,60,0.344
1,H,5,120,0.544
1,H,5,180,0.695
1,H,5,240,0.82
1,H,5,360,1.09
1,H,5,1440,1.649
1,H,5,1800,1.744
4,H,6,0,0.088
1,H,6,20,0.078
1,H,6,60,0.082
1,H,6,120,0.08
1,H,6,180,0.081
1,H,6,240,0.081
1,H,6,360,0.084
1,H,6,1440,0.082
1,H,6,1800,0.084
4,H,7,0,0.093
1,H,7,20,0.165
1,H,7,60,0.347
1,H,7,120,0.54
1,H,7,180,0.686
1,H,7,240,0.774
1,H,7,360,1.077
1,H,7,1440,1.592
1,H,7,1800,1.77
4,H,8,0,0.086
1,H,8,20,0.077
1,H,8,60,0.082
1,H,8,120,0.081
1,H,8,180,0.079
1,H,8,240,0.085
1,H,8,360,0.079
1,H,8,1440,0.082
1,H,8,1800,0.082
4,H,9,0,0.09
1,H,9,20,0.137
1,H,9,60,0.298
1,H,9,120,0.489
1,H,9,180,0.639
1,H,9,240,0.77
1,H,9,360,1.057
1,H,9,1440,1.473
1,H,9,1800,1.612
4,H,10,0,0.086
1,H,10,20,0.078
1,H,10,60,0.082
1,H,10,120,0.085
1,H,10,180,0.082
1,H,10,240,0.079
1,H,10,360,0.085
1,H,10,1440,0.08
1,H,10,1800,0.085
4,H,11,0,0.095
1,H,11,20,0.193
1,H,11,60,0.383
1,H,11,120,0.554
1,H,11,180,0.746
1,H,11,240,0.841
1,H,11,360,1.16
1,H,11,1440,1.614
1,H,11,1800,1.696
4,H,12,0,0.086
1,H,12,20,0.081
1,H,12,60,0.082
1,H,12,120,0.08
1,H,12,180,0.079
1,H,12,240,0.082
1,H,12,360,0.085
1,H,12,1440,0.084
1,H,12,1800,0.084
