Plate,Row,ColPair,Column,Sample,WellGroup,WellGroupType,Time
5,B,3,6,104,B_3,Test sample,360
5,B,3,6,104,B_3,Test sample,1440
5,B,3,6,104,B_3,Test sample,1800
5,B,4,7,10,B_4,Test sample,0
5,B,4,7,10,B_4,Test sample,20
5,B,4,7,10,B_4,Test sample,60
5,B,4,7,10,B_4,Test sample,120
5,B,4,7,10,B_4,Test sample,180
5,B,4,7,10,B_4,Test sample,240
5,B,4,7,10,B_4,Test sample,360
5,B,4,7,10,B_4,Test sample,1440
5,B,4,7,10,B_4,Test sample,1800
5,B,4,8,10,B_4,Test sample,0
5,B,4,8,10,B_4,Test sample,20
5,B,4,8,10,B_4,Test sample,60
5,B,4,8,10,B_4,Test sample,120
5,B,4,8,10,B_4,Test sample,180
5,B,4,8,10,B_4,Test sample,240
5,B,4,8,10,B_4,Test sample,360
5,B,4,8,10,B_4,Test sample,1440
5,B,4,8,10,B_4,Test sample,1800
5,B,5,9,154,B_5,Test sample,0
5,B,5,9,154,B_5,Test sample,20
5,B,5,9,154,B_5,Test sample,60
5,B,5,9,154,B_5,Test sample,120
5,B,5,9,154,B_5,Test sample,180
5,B,5,9,154,B_5,Test sample,240
5,B,5,9,154,B_5,Test sample,360
5,B,5,9,154,B_5,Test sample,1440
5,B,5,9,154,B_5,Test sample,1800
5,B,5,10,154,B_5,Test sample,0
5,B,5,10,154,B_5,Test sample,20
5,B,5,10,154,B_5,Test sample,60
5,B,5,10,154,B_5,Test sample,120
5,B,5,10,154,B_5,Test sample,180
5,B,5,10,154,B_5,Test sample,240
5,B,5,10,154,B_5,Test sample,360
5,B,5,10,154,B_5,Test sample,1440
5,B,5,10,154,B_5,Test sample,1800
5,B,6,11,54,B_6,Test sample,0
5,B,6,11,54,B_6,Test sample,20
5,B,6,11,54,B_6,Test sample,60
5,B,6,11,54,B_6,Test sample,120
5,B,6,11,54,B_6,Test sample,180
5,B,6,11,54,B_6,Test sample,240
5,B,6,11,54,B_6,Test sample,360
5,B,6,11,54,B_6,Test sample,1440
5,B,6,11,54,B_6,Test sample,1800
5,B,6,12,54,B_6,Test sample,0
5,B,6,12,54,B_6,Test sample,20
5,B,6,12,54,B_6,Test sample,60
5,B,6,12,54,B_6,Test sample,120
5,B,6,12,54,B_6,Test sample,180
5,B,6,12,54,B_6,Test sample,240
5,B,6,12,54,B_6,Test sample,360
5,B,6,12,54,B_6,Test sample,1440
5,B,6,12,54,B_6,Test sample,1800
5,C,1,1,72,C_1,Test sample,0
5,C,1,1,72,C_1,Test sample,20
5,C,1,1,72,C_1,Test sample,60
5,C,1,1,72,C_1,Test sample,120
5,C,1,1,72,C_1,Test sample,180
5,C,1,1,72,C_1,Test sample,240
5,C,1,1,72,C_1,Test sample,360
5,C,1,1,72,C_1,Test sample,1440
5,C,1,1,72,C_1,Test sample,1800
5,C,1,2,72,C_1,Test sample,0
5,C,1,2,72,C_1,Test sample,20
5,C,1,2,72,C_1,Test sample,60
5,C,1,2,72,C_1,Test sample,120
5,C,1,2,72,C_1,Test sample,180
5,C,1,2,72,C_1,Test sample,240
5,C,1,2,72,C_1,Test sample,360
5,C,1,2,72,C_1,Test sample,1440
5,C,1,2,72,C_1,Test sample,1800
5,C,2,3,C-,C_2,Control-,0
5,C,2,3,C-,C_2,Control-,20
5,C,2,3,C-,C_2,Control-,60
5,C,2,3,C-,C_2,Control-,120
5,C,2,3,C-,C_2,Control-,180
5,C,2,3,C-,C_2,Control-,240
5,C,2,3,C-,C_2,Control-,360
5,C,2,3,C-,C_2,Control-,1440
5,C,2,3,C-,C_2,Control-,1800
5,C,2,4,C-,C_2,Control-,0
5,C,2,4,C-,C_2,Control-,20
5,C,2,4,C-,C_2,Control-,60
5,C,2,4,C-,C_2,Control-,120
5,C,2,4,C-,C_2,Control-,180
5,C,2,4,C-,C_2,Control-,240
5,C,2,4,C-,C_2,Control-,360
5,C,2,4,C-,C_2,Control-,1440
5,C,2,4,C-,C_2,Control-,1800
5,C,3,5,171,C_3,Test sample,0
5,C,3,5,171,C_3,Test sample,20
5,C,3,5,171,C_3,Test sample,60
5,C,3,5,171,C_3,Test sample,120
5,C,3,5,171,C_3,Test sample,180
5,C,3,5,171,C_3,Test sample,240
5,C,3,5,171,C_3,Test sample,360
5,C,3,5,171,C_3,Test sample,1440
5,C,3,5,171,C_3,Test sample,1800
5,C,3,6,171,C_3,Test sample,0
5,C,3,6,171,C_3,Test sample,20
5,C,3,6,171,C_3,Test sample,60
5,C,3,6,171,C_3,Test sample,120
5,C,3,6,171,C_3,Test sample,180
5,C,3,6,171,C_3,Test sample,240
5,C,3,6,171,C_3,Test sample,360
5,C,3,6,171,C_3,Test sample,1440
5,C,3,6,171,C_3,Test sample,1800
5,C,4,7,170,C_4,Test sample,0
5,C,4,7,170,C_4,Test sample,20
5,C,4,7,170,C_4,Test sample,60
5,C,4,7,170,C_4,Test sample,120
5,C,4,7,170,C_4,Test sample,180
5,C,4,7,170,C_4,Test sample,240
5,C,4,7,170,C_4,Test sample,360
5,C,4,7,170,C_4,Test sample,1440
5,C,4,7,170,C_4,Test sample,1800
5,C,4,8,170,C_4,Test sample,0
5,C,4,8,170,C_4,Test sample,20
5,C,4,8,170,C_4,Test sample,60
5,C,4,8,170,C_4,Test sample,120
5,C,4,8,170,C_4,Test sample,180
5,C,4,8,170,C_4,Test sample,240
5,C,4,8,170,C_4,Test sample,360
5,C,4,8,170,C_4,Test sample,1440
5,C,4,8,170,C_4,Test sample,1800
5,C,5,9,106,C_5,Test sample,0
5,C,5,9,106,C_5,Test sample,20
5,C,5,9,106,C_5,Test sample,60
5,C,5,9,106,C_5,Test sample,120
5,C,5,9,106,C_5,Test sample,180
5,C,5,9,106,C_5,Test sample,240
5,C,5,9,106,C_5,Test sample,360
5,C,5,9,106,C_5,Test sample,1440
5,C,5,9,106,C_5,Test sample,1800
5,C,5,10,106,C_5,Test sample,0
5,C,5,10,106,C_5,Test sample,20
5,C,5,10,106,C_5,Test sample,60
5,C,5,10,106,C_5,Test sample,120
5,C,5,10,106,C_5,Test sample,180
5,C,5,10,106,C_5,Test sample,240
5,C,5,10,106,C_5,Test sample,360
5,C,5,10,106,C_5,Test sample,1440
5,C,5,10,106,C_5,Test sample,1800
5,C,6,11,74,C_6,Test sample,0
5,C,6,11,74,C_6,Test sample,20
5,C,6,11,74,C_6,Test sample,60
5,C,6,11,74,C_6,Test sample,120
5,C,6,11,74,C_6,Test sample,180
5,C,6,11,74,C_6,Test sample,240
5,C,6,11,74,C_6,Test sample,360
5,C,6,11,74,C_6,Test sample,1440
5,C,6,11,74,C_6,Test sample,1800
5,C,6,12,74,C_6,Test sample,0
5,C,6,12,74,C_6,Test sample,20
5,C,6,12,74,C_6,Test sample,60
5,C,6,12,74,C_6,Test sample,120
5,C,6,12,74,C_6,Test sample,180
5,C,6,12,74,C_6,Test sample,240
5,C,6,12,74,C_6,Test sample,360
5,C,6,12,74,C_6,Test sample,1440
5,C,6,12,74,C_6,Test sample,1800
5,D,1,1,100,D_1,Test sample,0
5,D,1,1,100,D_1,Test sample,20
5,D,1,1,100,D_1,Test sample,60
5,D,1,1,100,D_1,Test sample,120
5,D,1,1,100,D_1,Test sample,180
5,D,1,1,100,D_1,Test sample,240
5,D,1,1,100,D_1,Test sample,360
5,D,1,1,100,D_1,Test sample,1440
5,D,1,1,100,D_1,Test sample,1800
5,D,1,2,100,D_1,Test sample,0
5,D,1,2,100,D_1,Test sample,20
5,D,1,2,100,D_1,Test sample,60
5,D,1,2,100,D_1,Test sample,120
5,D,1,2,100,D_1,Test sample,180
5,D,1,2,100,D_1,Test sample,240
5,D,1,2,100,D_1,Test sample,360
5,D,1,2,100,D_1,Test sample,1440
5,D,1,2,100,D_1,Test sample,1800
5,D,2,3,157,D_2,Test sample,0
5,D,2,3,157,D_2,Test sample,20
5,D,2,3,157,D_2,Test sample,60
5,D,2,3,157,D_2,Test sample,120
5,D,2,3,157,D_2,Test sample,180
5,D,2,3,157,D_2,Test sample,240
5,D,2,3,157,D_2,Test sample,360
5,D,2,3,157,D_2,Test sample,1440
5,D,2,3,157,D_2,Test sample,1800
5,D,2,4,157,D_2,Test sample,0
5,D,2,4,157,D_2,Test sample,20
5,D,2,4,157,D_2,Test sample,60
5,D,2,4,157,D_2,Test sample,120
5,D,2,4,157,D_2,Test sample,180
5,D,2,4,157,D_2,Test sample,240
5,D,2,4,157,D_2,Test sample,360
5,D,2,4,157,D_2,Test sample,1440
5,D,2,4,157,D_2,Test sample,1800
5,D,3,5,147,D_3,Test sample,0
5,D,3,5,147,D_3,Test sample,20
5,D,3,5,147,D_3,Test sample,60
5,D,3,5,147,D_3,Test sample,120
5,D,3,5,147,D_3,Test sample,180
5,D,3,5,147,D_3,Test sample,240
5,D,3,5,147,D_3,Test sample,360
5,D,3,5,147,D_3,Test sample,1440
5,D,3,5,147,D_3,Test sample,1800
5,D,3,6,147,D_3,Test sample,0
5,D,3,6,147,D_3,Test sample,20
5,D,3,6,147,D_3,Test sample,60
5,D,3,6,147,D_3,Test sample,120
5,D,3,6,147,D_3,Test sample,180
5,D,3,6,147,D_3,Test sample,240
5,D,3,6,147,D_3,Test sample,360
5,D,3,6,147,D_3,Test sample,1440
5,D,3,6,147,D_3,Test sample,1800
5,D,4,7,134,D_4,Test sample,0
5,D,4,7,134,D_4,Test sample,20
5,D,4,7,134,D_4,Test sample,60
5,D,4,7,134,D_4,Test sample,120
5,D,4,7,134,D_4,Test sample,180
5,D,4,7,134,D_4,Test sample,240
5,D,4,7,134,D_4,Test sample,360
5,D,4,7,134,D_4,Test sample,1440
5,D,4,7,134,D_4,Test sample,1800
5,D,4,8,134,D_4,Test sample,0
5,D,4,8,134,D_4,Test sample,20
5,D,4,8,134,D_4,Test sample,60
5,D,4,8,134,D_4,Test sample,120
5,D,4,8,134,D_4,Test sample,180
5,D,4,8,134,D_4,Test sample,240
5,D,4,8,134,D_4,Test sample,360
5,D,4,8,134,D_4,Test sample,1440
5,D,4,8,134,D_4,Test sample,1800
5,D,5,9,112,D_5,Test sample,0
5,D,5,9,112,D_5,Test sample,20
5,D,5,9,112,D_5,Test sample,60
5,D,5,9,112,D_5,Test sample,120
5,D,5,9,112,D_5,Test sample,180
5,D,5,9,112,D_5,Test sample,240
5,D,5,9,112,D_5,Test sample,360
5,D,5,9,112,D_5,Test sample,1440
5,D,5,9,112,D_5,Test sample,1800
5,D,5,10,112,D_5,Test sample,0
5,D,5,10,112,D_5,Test sample,20
5,D,5,10,112,D_5,Test sample,60
5,D,5,10,112,D_5,Test sample,120
5,D,5,10,112,D_5,Test sample,180
5,D,5,10,112,D_5,Test sample,240
5,D,5,10,112,D_5,Test sample,360
5,D,5,10,112,D_5,Test sample,1440
5,D,5,10,112,D_5,Test sample,1800
5,D,6,11,91,D_6,Test sample,0
5,D,6,11,91,D_6,Test sample,20
5,D,6,11,91,D_6,Test sample,60
5,D,6,11,91,D_6,Test sample,120
5,D,6,11,91,D_6,Test sample,180
5,D,6,11,91,D_6,Test sample,240
5,D,6,11,91,D_6,Test sample,360
5,D,6,11,91,D_6,Test sample,1440
5,D,6,11,91,D_6,Test sample,1800
5,D,6,12,91,D_6,Test sample,0
5,D,6,12,91,D_6,Test sample,20
5,D,6,12,91,D_6,Test sample,60
5,D,6,12,91,D_6,Test sample,120
5,D,6,12,91,D_6,Test sample,180
5,D,6,12,91,D_6,Test sample,240
5,D,6,12,91,D_6,Test sample,360
5,D,6,12,91,D_6,Test sample,1440
5,D,6,12,91,D_6,Test sample,1800
5,E,1,1,85,E_1,Test sample,0
5,E,1,1,85,E_1,Test sample,20
5,E,1,1,85,E_1,Test sample,60
5,E,1,1,85,E_1,Test sample,120
5,E,1,1,85,E_1,Test sample,180
5,E,1,1,85,E_1,Test sample,240
5,E,1,1,85,E_1,Test sample,360
5,E,1,1,85,E_1,Test sample,1440
5,E,1,1,85,E_1,Test sample,1800
5,E,1,2,85,E_1,Test sample,0
5,E,1,2,85,E_1,Test sample,20
5,E,1,2,85,E_1,Test sample,60
5,E,1,2,85,E_1,Test sample,120
5,E,1,2,85,E_1,Test sample,180
5,E,1,2,85,E_1,Test sample,240
5,E,1,2,85,E_1,Test sample,360
5,E,1,2,85,E_1,Test sample,1440
5,E,1,2,85,E_1,Test sample,1800
5,E,2,3,205,E_2,Test sample,0
5,E,2,3,205,E_2,Test sample,20
5,E,2,3,205,E_2,Test sample,60
5,E,2,3,205,E_2,Test sample,120
5,E,2,3,205,E_2,Test sample,180
5,E,2,3,205,E_2,Test sample,240
5,E,2,3,205,E_2,Test sample,360
5,E,2,3,205,E_2,Test sample,1440
5,E,2,3,205,E_2,Test sample,1800
5,E,2,4,205,E_2,Test sample,0
5,E,2,4,205,E_2,Test sample,20
5,E,2,4,205,E_2,Test sample,60
5,E,2,4,205,E_2,Test sample,120
5,E,2,4,205,E_2,Test sample,180
5,E,2,4,205,E_2,Test sample,240
5,E,2,4,205,E_2,Test sample,360
5,E,2,4,205,E_2,Test sample,1440
5,E,2,4,205,E_2,Test sample,1800
5,E,3,5,24,E_3,Test sample,0
5,E,3,5,24,E_3,Test sample,20
5,E,3,5,24,E_3,Test sample,60
5,E,3,5,24,E_3,Test sample,120
5,E,3,5,24,E_3,Test sample,180
5,E,3,5,24,E_3,Test sample,240
5,E,3,5,24,E_3,Test sample,360
5,E,3,5,24,E_3,Test sample,1440
5,E,3,5,24,E_3,Test sample,1800
5,E,3,6,24,E_3,Test sample,0
5,E,3,6,24,E_3,Test sample,20
5,E,3,6,24,E_3,Test sample,60
5,E,3,6,24,E_3,Test sample,120
5,E,3,6,24,E_3,Test sample,180
5,E,3,6,24,E_3,Test sample,240
5,E,3,6,24,E_3,Test sample,360
5,E,3,6,24,E_3,Test sample,1440
5,E,3,6,24,E_3,Test sample,1800
5,E,4,7,22,E_4,Test sample,0
5,E,4,7,22,E_4,Test sample,20
5,E,4,7,22,E_4,Test sample,60
5,E,4,7,22,E_4,Test sample,120
5,E,4,7,22,E_4,Test sample,180
5,E,4,7,22,E_4,Test sample,240
5,E,4,7,22,E_4,Test sample,360
5,E,4,7,22,E_4,Test sample,1440
5,E,4,7,22,E_4,Test sample,1800
5,E,4,8,22,E_4,Test sample,0
5,E,4,8,22,E_4,Test sample,20
5,E,4,8,22,E_4,Test sample,60
5,E,4,8,22,E_4,Test sample,120
5,E,4,8,22,E_4,Test sample,180
5,E,4,8,22,E_4,Test sample,240
5,E,4,8,22,E_4,Test sample,360
5,E,4,8,22,E_4,Test sample,1440
5,E,4,8,22,E_4,Test sample,1800
5,E,5,9,211,E_5,Test sample,0
5,E,5,9,211,E_5,Test sample,20
5,E,5,9,211,E_5,Test sample,60
5,E,5,9,211,E_5,Test sample,120
5,E,5,9,211,E_5,Test sample,180
5,E,5,9,211,E_5,Test sample,240
5,E,5,9,211,E_5,Test sample,360
5,E,5,9,211,E_5,Test sample,1440
5,E,5,9,211,E_5,Test sample,1800
5,E,5,10,211,E_5,Test sample,0
5,E,5,10,211,E_5,Test sample,20
5,E,5,10,211,E_5,Test sample,60
5,E,5,10,211,E_5,Test sample,120
5,E,5,10,211,E_5,Test sample,180
5,E,5,10,211,E_5,Test sample,240
5,E,5,10,211,E_5,Test sample,360
5,E,5,10,211,E_5,Test sample,1440
5,E,5,10,211,E_5,Test sample,1800
5,E,6,11,61,E_6,Test sample,0
5,E,6,11,61,E_6,Test sample,20
5,E,6,11,61,E_6,Test sample,60
5,E,6,11,61,E_6,Test sample,120
5,E,6,11,61,E_6,Test sample,180
5,E,6,11,61,E_6,Test sample,240
5,E,6,11,61,E_6,Test sample,360
5,E,6,11,61,E_6,Test sample,1440
5,E,6,11,61,E_6,Test sample,1800
5,E,6,12,61,E_6,Test sample,0
5,E,6,12,61,E_6,Test sample,20
5,E,6,12,61,E_6,Test sample,60
5,E,6,12,61,E_6,Test sample,120
5,E,6,12,61,E_6,Test sample,180
5,E,6,12,61,E_6,Test sample,240
5,E,6,12,61,E_6,Test sample,360
5,E,6,12,61,E_6,Test sample,1440
5,E,6,12,61,E_6,Test sample,1800
5,F,1,1,202,F_1,Test sample,0
5,F,1,1,202,F_1,Test sample,20
5,F,1,1,202,F_1,Test sample,60
5,F,1,1,202,F_1,Test sample,120
5,F,1,1,202,F_1,Test sample,180
5,F,1,1,202,F_1,Test sample,240
5,F,1,1,202,F_1,Test sample,360
5,F,1,1,202,F_1,Test sample,1440
5,F,1,1,202,F_1,Test sample,1800
5,F,1,2,202,F_1,Test sample,0
5,F,1,2,202,F_1,Test sample,20
5,F,1,2,202,F_1,Test sample,60
5,F,1,2,202,F_1,Test sample,120
5,F,1,2,202,F_1,Test sample,180
5,F,1,2,202,F_1,Test sample,240
5,F,1,2,202,F_1,Test sample,360
5,F,1,2,202,F_1,Test sample,1440
5,F,1,2,202,F_1,Test sample,1800
5,F,2,3,215,F_2,Test sample,0
5,F,2,3,215,F_2,Test sample,20
5,F,2,3,215,F_2,Test sample,60
5,F,2,3,215,F_2,Test sample,120
5,F,2,3,215,F_2,Test sample,180
5,F,2,3,215,F_2,Test sample,240
5,F,2,3,215,F_2,Test sample,360
5,F,2,3,215,F_2,Test sample,1440
5,F,2,3,215,F_2,Test sample,1800
5,F,2,4,215,F_2,Test sample,0
5,F,2,4,215,F_2,Test sample,20
5,F,2,4,215,F_2,Test sample,60
5,F,2,4,215,F_2,Test sample,120
5,F,2,4,215,F_2,Test sample,180
5,F,2,4,215,F_2,Test sample,240
5,F,2,4,215,F_2,Test sample,360
5,F,2,4,215,F_2,Test sample,1440
5,F,2,4,215,F_2,Test sample,1800
5,F,3,5,184,F_3,Test sample,0
5,F,3,5,184,F_3,Test sample,20
5,F,3,5,184,F_3,Test sample,60
5,F,3,5,184,F_3,Test sample,120
5,F,3,5,184,F_3,Test sample,180
5,F,3,5,184,F_3,Test sample,240
5,F,3,5,184,F_3,Test sample,360
5,F,3,5,184,F_3,Test sample,1440
5,F,3,5,184,F_3,Test sample,1800
5,F,3,6,184,F_3,Test sample,0
5,F,3,6,184,F_3,Test sample,20
5,F,3,6,184,F_3,Test sample,60
5,F,3,6,184,F_3,Test sample,120
5,F,3,6,184,F_3,Test sample,180
5,F,3,6,184,F_3,Test sample,240
5,F,3,6,184,F_3,Test sample,360
5,F,3,6,184,F_3,Test sample,1440
5,F,3,6,184,F_3,Test sample,1800
5,F,4,7,96,F_4,Test sample,0
5,F,4,7,96,F_4,Test sample,20
5,F,4,7,96,F_4,Test sample,60
5,F,4,7,96,F_4,Test sample,120
5,F,4,7,96,F_4,Test sample,180
5,F,4,7,96,F_4,Test sample,240
5,F,4,7,96,F_4,Test sample,360
5,F,4,7,96,F_4,Test sample,1440
5,F,4,7,96,F_4,Test sample,1800
5,F,4,8,96,F_4,Test sample,0
5,F,4,8,96,F_4,Test sample,20
5,F,4,8,96,F_4,Test sample,60
5,F,4,8,96,F_4,Test sample,120
5,F,4,8,96,F_4,Test sample,180
5,F,4,8,96,F_4,Test sample,240
5,F,4,8,96,F_4,Test sample,360
5,F,4,8,96,F_4,Test sample,1440
5,F,4,8,96,F_4,Test sample,1800
5,F,5,9,192,F_5,Test sample,0
5,F,5,9,192,F_5,Test sample,20
5,F,5,9,192,F_5,Test sample,60
5,F,5,9,192,F_5,Test sample,120
5,F,5,9,192,F_5,Test sample,180
5,F,5,9,192,F_5,Test sample,240
5,F,5,9,192,F_5,Test sample,360
5,F,5,9,192,F_5,Test sample,1440
5,F,5,9,192,F_5,Test sample,1800
5,F,5,10,192,F_5,Test sample,0
5,F,5,10,192,F_5,Test sample,20
5,F,5,10,192,F_5,Test sample,60
5,F,5,10,192,F_5,Test sample,120
5,F,5,10,192,F_5,Test sample,180
5,F,5,10,192,F_5,Test sample,240
5,F,5,10,192,F_5,Test sample,360
5,F,5,10,192,F_5,Test sample,1440
5,F,5,10,192,F_5,Test sample,1800
5,F,6,11,26,F_6,Test sample,0
5,F,6,11,26,F_6,Test sample,20
5,F,6,11,26,F_6,Test sample,60
5,F,6,11,26,F_6,Test sample,120
5,F,6,11,26,F_6,Test sample,180
5,F,6,11,26,F_6,Test sample,240
5,F,6,11,26,F_6,Test sample,360
5,F,6,11,26,F_6,Test sample,1440
5,F,6,11,26,F_6,Test sample,1800
5,F,6,12,26,F_6,Test sample,0
5,F,6,12,26,F_6,Test sample,20
5,F,6,12,26,F_6,Test sample,60
5,F,6,12,26,F_6,Test sample,120
5,F,6,12,26,F_6,Test sample,180
5,F,6,12,26,F_6,Test sample,240
5,F,6,12,26,F_6,Test sample,360
5,F,6,12,26,F_6,Test sample,1440
5,F,6,12,26,F_6,Test sample,1800
5,G,1,1,64,G_1,Test sample,0
5,G,1,1,64,G_1,Test sample,20
5,G,1,1,64,G_1,Test sample,60
5,G,1,1,64,G_1,Test sample,120
5,G,1,1,64,G_1,Test sample,180
5,G,1,1,64,G_1,Test sample,240
5,G,1,1,64,G_1,Test sample,360
5,G,1,1,64,G_1,Test sample,1440
5,G,1,1,64,G_1,Test sample,1800
5,G,1,2,64,G_1,Test sample,0
5,G,1,2,64,G_1,Test sample,20
5,G,1,2,64,G_1,Test sample,60
5,G,1,2,64,G_1,Test sample,120
5,G,1,2,64,G_1,Test sample,180
5,G,1,2,64,G_1,Test sample,240
5,G,1,2,64,G_1,Test sample,360
5,G,1,2,64,G_1,Test sample,1440
5,G,1,2,64,G_1,Test sample,1800
5,G,2,3,190,G_2,Test sample,0
5,G,2,3,190,G_2,Test sample,20
5,G,2,3,190,G_2,Test sample,60
5,G,2,3,190,G_2,Test sample,120
5,G,2,3,190,G_2,Test sample,180
5,G,2,3,190,G_2,Test sample,240
5,G,2,3,190,G_2,Test sample,360
5,G,2,3,190,G_2,Test sample,1440
5,G,2,3,190,G_2,Test sample,1800
5,G,2,4,190,G_2,Test sample,0
5,G,2,4,190,G_2,Test sample,20
5,G,2,4,190,G_2,Test sample,60
5,G,2,4,190,G_2,Test sample,120
5,G,2,4,190,G_2,Test sample,180
5,G,2,4,190,G_2,Test sample,240
5,G,2,4,190,G_2,Test sample,360
5,G,2,4,190,G_2,Test sample,1440
5,G,2,4,190,G_2,Test sample,1800
5,G,3,5,176,G_3,Test sample,0
5,G,3,5,176,G_3,Test sample,20
5,G,3,5,176,G_3,Test sample,60
5,G,3,5,176,G_3,Test sample,120
5,G,3,5,176,G_3,Test sample,180
5,G,3,5,176,G_3,Test sample,240
5,G,3,5,176,G_3,Test sample,360
5,G,3,5,176,G_3,Test sample,1440
5,G,3,5,176,G_3,Test sample,1800
5,G,3,6,176,G_3,Test sample,0
5,G,3,6,176,G_3,Test sample,20
5,G,3,6,176,G_3,Test sample,60
5,G,3,6,176,G_3,Test sample,120
5,G,3,6,176,G_3,Test sample,180
5,G,3,6,176,G_3,Test sample,240
5,G,3,6,176,G_3,Test sample,360
5,G,3,6,176,G_3,Test sample,1440
5,G,3,6,176,G_3,Test sample,1800
5,G,4,7,136,G_4,Test sample,0
5,G,4,7,136,G_4,Test sample,20
5,G,4,7,136,G_4,Test sample,60
5,G,4,7,136,G_4,Test sample,120
5,G,4,7,136,G_4,Test sample,180
5,G,4,7,136,G_4,Test sample,240
5,G,4,7,136,G_4,Test sample,360
5,G,4,7,136,G_4,Test sample,1440
5,G,4,7,136,G_4,Test sample,1800
5,G,4,8,136,G_4,Test sample,0
5,G,4,8,136,G_4,Test sample,20
5,G,4,8,136,G_4,Test sample,60
5,G,4,8,136,G_4,Test sample,120
5,G,4,8,136,G_4,Test sample,180
5,G,4,8,136,G_4,Test sample,240
5,G,4,8,136,G_4,Test sample,360
5,G,4,8,136,G_4,Test sample,1440
5,G,4,8,136,G_4,Test sample,1800
5,G,5,9,114,G_5,Test sample,0
5,G,5,9,114,G_5,Test sample,20
5,G,5,9,114,G_5,Test sample,60
5,G,5,9,114,G_5,Test sample,120
5,G,5,9,114,G_5,Test sample,180
5,G,5,9,114,G_5,Test sample,240
5,G,5,9,114,G_5,Test sample,360
5,G,5,9,114,G_5,Test sample,1440
5,G,5,9,114,G_5,Test sample,1800
5,G,5,10,114,G_5,Test sample,0
5,G,5,10,114,G_5,Test sample,20
5,G,5,10,114,G_5,Test sample,60
5,G,5,10,114,G_5,Test sample,120
5,G,5,10,114,G_5,Test sample,180
5,G,5,10,114,G_5,Test sample,240
5,G,5,10,114,G_5,Test sample,360
5,G,5,10,114,G_5,Test sample,1440
5,G,5,10,114,G_5,Test sample,1800
5,G,6,11,218,G_6,Test sample,0
5,G,6,11,218,G_6,Test sample,20
5,G,6,11,218,G_6,Test sample,60
5,G,6,11,218,G_6,Test sample,120
5,G,6,11,218,G_6,Test sample,180
5,G,6,11,218,G_6,Test sample,240
5,G,6,11,218,G_6,Test sample,360
5,G,6,11,218,G_6,Test sample,1440
5,G,6,11,218,G_6,Test sample,1800
5,G,6,12,218,G_6,Test sample,0
5,G,6,12,218,G_6,Test sample,20
5,G,6,12,218,G_6,Test sample,60
5,G,6,12,218,G_6,Test sample,120
5,G,6,12,218,G_6,Test sample,180
5,G,6,12,218,G_6,Test sample,240
5,G,6,12,218,G_6,Test sample,360
5,G,6,12,218,G_6,Test sample,1440
5,G,6,12,218,G_6,Test sample,1800
5,H,1,1,19,H_1,Test sample,0
5,H,1,1,19,H_1,Test sample,20
5,H,1,1,19,H_1,Test sample,60
5,H,1,1,19,H_1,Test sample,120
5,H,1,1,19,H_1,Test sample,180
5,H,1,1,19,H_1,Test sample,240
5,H,1,1,19,H_1,Test sample,360
5,H,1,1,19,H_1,Test sample,1440
5,H,1,1,19,H_1,Test sample,1800
5,H,1,2,19,H_1,Test sample,0
5,H,1,2,19,H_1,Test sample,20
5,H,1,2,19,H_1,Test sample,60
5,H,1,2,19,H_1,Test sample,120
5,H,1,2,19,H_1,Test sample,180
5,H,1,2,19,H_1,Test sample,240
5,H,1,2,19,H_1,Test sample,360
5,H,1,2,19,H_1,Test sample,1440
5,H,1,2,19,H_1,Test sample,1800
5,H,2,3,65,H_2,Test sample,0
5,H,2,3,65,H_2,Test sample,20
5,H,2,3,65,H_2,Test sample,60
5,H,2,3,65,H_2,Test sample,120
5,H,2,3,65,H_2,Test sample,180
5,H,2,3,65,H_2,Test sample,240
5,H,2,3,65,H_2,Test sample,360
5,H,2,3,65,H_2,Test sample,1440
5,H,2,3,65,H_2,Test sample,1800
5,H,2,4,65,H_2,Test sample,0
5,H,2,4,65,H_2,Test sample,20
5,H,2,4,65,H_2,Test sample,60
5,H,2,4,65,H_2,Test sample,120
5,H,2,4,65,H_2,Test sample,180
5,H,2,4,65,H_2,Test sample,240
5,H,2,4,65,H_2,Test sample,360
5,H,2,4,65,H_2,Test sample,1440
5,H,2,4,65,H_2,Test sample,1800
5,H,3,5,191,H_3,Test sample,0
5,H,3,5,191,H_3,Test sample,20
5,H,3,5,191,H_3,Test sample,60
5,H,3,5,191,H_3,Test sample,120
5,H,3,5,191,H_3,Test sample,180
5,H,3,5,191,H_3,Test sample,240
5,H,3,5,191,H_3,Test sample,360
5,H,3,5,191,H_3,Test sample,1440
5,H,3,5,191,H_3,Test sample,1800
5,H,3,6,191,H_3,Test sample,0
5,H,3,6,191,H_3,Test sample,20
5,H,3,6,191,H_3,Test sample,60
5,H,3,6,191,H_3,Test sample,120
5,H,3,6,191,H_3,Test sample,180
5,H,3,6,191,H_3,Test sample,240
5,H,3,6,191,H_3,Test sample,360
5,H,3,6,191,H_3,Test sample,1440
5,H,3,6,191,H_3,Test sample,1800
5,H,4,7,200,H_4,Test sample,0
5,H,4,7,200,H_4,Test sample,20
5,H,4,7,200,H_4,Test sample,60
5,H,4,7,200,H_4,Test sample,120
5,H,4,7,200,H_4,Test sample,180
5,H,4,7,200,H_4,Test sample,240
5,H,4,7,200,H_4,Test sample,360
