Plate,Row,ColPair,Col,Sample,ID,WellGroup,WellGroupType,Mass_sample,Time,OD_sample,Mass_blk,OD_blk,Slope,Mean_slope,C_sample,C_blk,C_spl_nor,C_blk_nor,mean_blk,C,Hydro_extent,Amylose_content,D1,D5,D9,h,k,Xinf,mean_Peak,mean_Trough,mean_Final,mean_PastingTemp
1,A,2,3,59,cav4081290,A_2,Test sample,9.4,240,0.837,9.9,0.088,0.184,0.1859,4.50242065626681,0.47337278106508873,4.789809208794479,0.4781543243081704,0.49478486847755737,4.295024340316921,38.65521906285229,26.301222769374366,3.8907499999999997,18.6385,137.30075,0.08768252055784621,0.004213336874310729,83.04836352500834,216.29000000000002,125.205,258.83,50.95
1,A,2,3,59,cav4081290,A_2,Test sample,9.4,360,1.032,9.9,0.092,0.184,0.1859,5.551371705217859,0.4948897256589564,5.905714580018999,0.49988861177672367,0.49478486847755737,5.410929711541441,48.69836740387297,26.301222769374366,3.8907499999999997,18.6385,137.30075,0.08768252055784621,0.004213336874310729,83.04836352500834,216.29000000000002,125.205,258.83,50.95
1,A,2,3,59,cav4081290,A_2,Test sample,9.4,1440,1.612,9.9,0.084,0.1878,0.1859,8.671328671328672,0.4518558364712211,9.224817735456034,0.4564200368396173,0.49478486847755737,8.730032866978476,78.57029580280629,26.301222769374366,3.8907499999999997,18.6385,137.30075,0.08768252055784621,0.004213336874310729,83.04836352500834,216.29000000000002,125.205,258.83,50.95
1,A,2,3,59,cav4081290,A_2,Test sample,9.4,1800,1.688,9.9,0.088,0.1878,0.1859,9.080150618612157,0.47337278106508873,9.65973470065123,0.4781543243081704,0.49478486847755737,9.164949832173672,82.48454848956305,26.301222769374366,3.8907499999999997,18.6385,137.30075,0.08768252055784621,0.004213336874310729,83.04836352500834,216.29000000000002,125.205,258.83,50.95
1,A,3,5,199,cav4080481,A_3,Test sample,12.4,0,0.147,11.1,0.118,0.184,0.1859,0.7907477138246368,0.6347498655190962,0.6376997692134168,0.5718467256928794,0.49478486847755737,0.14291490073585938,1.2862341066227345,30.010656067648558,10.7125,19.365000000000002,30.073999999999998,0.09093209280904567,0.0035373552215649372,74.35672589722265,203.08,135,284.92,50.6
1,A,3,5,199,cav4080481,A_3,Test sample,12.4,20,0.175,11.1,0.088,0.184,0.1859,0.9413663259817104,0.47337278106508873,0.7591663919207342,0.42646196492350336,0.49478486847755737,0.26438152344317684,2.3794337109885917,30.010656067648558,10.7125,19.365000000000002,30.073999999999998,0.09093209280904567,0.0035373552215649372,74.35672589722265,203.08,135,284.92,50.6
1,A,3,5,199,cav4080481,A_3,Test sample,12.4,60,0.351,11.1,0.087,0.184,0.1859,1.888111888111888,0.46799354491662176,1.522670877509587,0.42161580623119077,0.49478486847755737,1.0278860090320296,9.250974081288268,30.010656067648558,10.7125,19.365000000000002,30.073999999999998,0.09093209280904567,0.0035373552215649372,74.35672589722265,203.08,135,284.92,50.6
1,A,3,5,199,cav4080481,A_3,Test sample,12.4,120,0.547,11.1,0.085,0.184,0.1859,2.942442173211404,0.457235072619688,2.37293723646081,0.41192348884656577,0.49478486847755737,1.8781523679832526,16.903371311849273,30.010656067648558,10.7125,19.365000000000002,30.073999999999998,0.09093209280904567,0.0035373552215649372,74.35672589722265,203.08,135,284.92,50.6
1,A,3,5,199,cav4080481,A_3,Test sample,12.4,180,0.756,11.1,0.086,0.184,0.1859,4.06670252824099,0.46261430876815485,3.279598813097572,0.41676964753887824,0.49478486847755737,2.7848139446200144,25.06332550158013,30.010656067648558,10.7125,19.365000000000002,30.073999999999998,0.09093209280904567,0.0035373552215649372,74.35672589722265,203.08,135,284.92,50.6
1,A,3,5,199,cav4080481,A_3,Test sample,12.4,240,0.922,11.1,0.087,0.184,0.1859,4.959655728886498,0.46799354491662176,3.9997223620052407,0.42161580623119077,0.49478486847755737,3.504937493527683,31.544437441749153,30.010656067648558,10.7125,19.365000000000002,30.073999999999998,0.09093209280904567,0.0035373552215649372,74.35672589722265,203.08,135,284.92,50.6
1,A,3,5,199,cav4080481,A_3,Test sample,12.4,360,1.115,11.1,0.088,0.184,0.1859,5.997848305540613,0.47337278106508873,4.836974439952107,0.42646196492350336,0.49478486847755737,4.34218957147455,39.07970614327095,30.010656067648558,10.7125,19.365000000000002,30.073999999999998,0.09093209280904567,0.0035373552215649372,74.35672589722265,203.08,135,284.92,50.6
1,A,3,5,199,cav4080481,A_3,Test sample,12.4,1440,1.792,11.1,0.087,0.1878,0.1859,9.639591178052717,0.46799354491662176,7.77386385326832,0.42161580623119077,0.49478486847755737,7.279078984790763,65.51171086311686,30.010656067648558,10.7125,19.365000000000002,30.073999999999998,0.09093209280904567,0.0035373552215649372,74.35672589722265,203.08,135,284.92,50.6
1,A,3,5,199,cav4080481,A_3,Test sample,12.4,1800,2.017,11.1,0.091,0.1878,0.1859,10.849919311457771,0.4895104895104895,8.749934928594977,0.441000441000441,0.49478486847755737,8.255150060117419,74.29635054105678,30.010656067648558,10.7125,19.365000000000002,30.073999999999998,0.09093209280904567,0.0035373552215649372,74.35672589722265,203.08,135,284.92,50.6
1,A,4,7,69,cav4080696,A_4,Test sample,13.4,0,0.117,9.2,0.114,0.184,0.1859,0.6293706293706294,0.6132329209252286,0.46967957415718603,0.6665575227448137,0.49478486847755737,-0.02510529432037134,-0.22594764888334207,30.14754395866663,3.008,17.1675,47.9465,0.1282774453382483,0.004988911512736077,71.73804050257475,161.17,121,261.25,49.95
1,A,4,7,69,cav4080696,A_4,Test sample,13.4,20,0.188,9.2,0.088,0.184,0.1859,1.0112963959117804,0.47337278106508873,0.7546988029192391,0.5145356315924877,0.49478486847755737,0.2599139344416817,2.3392254099751355,30.14754395866663,3.008,17.1675,47.9465,0.1282774453382483,0.004988911512736077,71.73804050257475,161.17,121,261.25,49.95
